"TIME","GEO","WASTE","WST_OPER","UNIT","Value","Flag and Footnotes"
"2002","Estonia","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Estonia","Packaging","Waste generated","Tonne",":",""
"2002","Estonia","Packaging","Recovery","Kilograms per capita",":",""
"2002","Estonia","Packaging","Recovery","Tonne",":",""
"2002","Ireland","Packaging","Waste generated","Kilograms per capita","216.07",""
"2002","Ireland","Packaging","Waste generated","Tonne","849,571",""
"2002","Ireland","Packaging","Recovery","Kilograms per capita","75.38",""
"2002","Ireland","Packaging","Recovery","Tonne","296,390",""
"2002","Greece","Packaging","Waste generated","Kilograms per capita","91.24",""
"2002","Greece","Packaging","Waste generated","Tonne","994,700",""
"2002","Greece","Packaging","Recovery","Kilograms per capita","29.77",""
"2002","Greece","Packaging","Recovery","Tonne","324,600",""
"2002","Spain","Packaging","Waste generated","Kilograms per capita","153.85",""
"2002","Spain","Packaging","Waste generated","Tonne","6,374,074",""
"2002","Spain","Packaging","Recovery","Kilograms per capita","76.67",""
"2002","Spain","Packaging","Recovery","Tonne","3,176,516",""
"2002","France","Packaging","Waste generated","Kilograms per capita","199.13",""
"2002","France","Packaging","Waste generated","Tonne","12,275,000",""
"2002","France","Packaging","Recovery","Kilograms per capita","123.99",""
"2002","France","Packaging","Recovery","Tonne","7,643,000",""
"2002","Croatia","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Croatia","Packaging","Waste generated","Tonne",":",""
"2002","Croatia","Packaging","Recovery","Kilograms per capita",":",""
"2002","Croatia","Packaging","Recovery","Tonne",":",""
"2002","Italy","Packaging","Waste generated","Kilograms per capita","199.21",""
"2002","Italy","Packaging","Waste generated","Tonne","11,367,000",""
"2002","Italy","Packaging","Recovery","Kilograms per capita","112.44",""
"2002","Italy","Packaging","Recovery","Tonne","6,416,000",""
"2002","Cyprus","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Cyprus","Packaging","Waste generated","Tonne",":",""
"2002","Cyprus","Packaging","Recovery","Kilograms per capita",":",""
"2002","Cyprus","Packaging","Recovery","Tonne",":",""
"2002","Latvia","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Latvia","Packaging","Waste generated","Tonne",":",""
"2002","Latvia","Packaging","Recovery","Kilograms per capita",":",""
"2002","Latvia","Packaging","Recovery","Tonne",":",""
"2002","Lithuania","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Lithuania","Packaging","Waste generated","Tonne",":",""
"2002","Lithuania","Packaging","Recovery","Kilograms per capita",":",""
"2002","Lithuania","Packaging","Recovery","Tonne",":",""
"2002","Luxembourg","Packaging","Waste generated","Kilograms per capita","190.4",""
"2002","Luxembourg","Packaging","Waste generated","Tonne","84,952",""
"2002","Luxembourg","Packaging","Recovery","Kilograms per capita","117.18",""
"2002","Luxembourg","Packaging","Recovery","Tonne","52,285",""
"2002","Hungary","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Hungary","Packaging","Waste generated","Tonne",":",""
"2002","Hungary","Packaging","Recovery","Kilograms per capita",":",""
"2002","Hungary","Packaging","Recovery","Tonne",":",""
"2002","Malta","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Malta","Packaging","Waste generated","Tonne",":",""
"2002","Malta","Packaging","Recovery","Kilograms per capita",":",""
"2002","Malta","Packaging","Recovery","Tonne",":",""
"2002","Netherlands","Packaging","Waste generated","Kilograms per capita","193.02",""
"2002","Netherlands","Packaging","Waste generated","Tonne","3,117,000",""
"2002","Netherlands","Packaging","Recovery","Kilograms per capita","116.79",""
"2002","Netherlands","Packaging","Recovery","Tonne","1,886,000",""
"2002","Austria","Packaging","Waste generated","Kilograms per capita","131.03",""
"2002","Austria","Packaging","Waste generated","Tonne","1,059,000",""
"2002","Austria","Packaging","Recovery","Kilograms per capita","97.72",""
"2002","Austria","Packaging","Recovery","Tonne","789,800",""
"2002","Poland","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Poland","Packaging","Waste generated","Tonne",":",""
"2002","Poland","Packaging","Recovery","Kilograms per capita",":",""
"2002","Poland","Packaging","Recovery","Tonne",":",""
"2002","Portugal","Packaging","Waste generated","Kilograms per capita","124.6",""
"2002","Portugal","Packaging","Waste generated","Tonne","1,298,269",""
"2002","Portugal","Packaging","Recovery","Kilograms per capita","62.39",""
"2002","Portugal","Packaging","Recovery","Tonne","650,083",""
"2002","Romania","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Romania","Packaging","Waste generated","Tonne",":",""
"2002","Romania","Packaging","Recovery","Kilograms per capita",":",""
"2002","Romania","Packaging","Recovery","Tonne",":",""
"2002","Slovenia","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Slovenia","Packaging","Waste generated","Tonne",":",""
"2002","Slovenia","Packaging","Recovery","Kilograms per capita",":",""
"2002","Slovenia","Packaging","Recovery","Tonne",":",""
"2002","Slovakia","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Slovakia","Packaging","Waste generated","Tonne",":",""
"2002","Slovakia","Packaging","Recovery","Kilograms per capita",":",""
"2002","Slovakia","Packaging","Recovery","Tonne",":",""
"2002","Finland","Packaging","Waste generated","Kilograms per capita","86.78",""
"2002","Finland","Packaging","Waste generated","Tonne","451,300",""
"2002","Finland","Packaging","Recovery","Kilograms per capita","53.3",""
"2002","Finland","Packaging","Recovery","Tonne","277,200",""
"2002","Sweden","Packaging","Waste generated","Kilograms per capita","115.34",""
"2002","Sweden","Packaging","Waste generated","Tonne","1,029,386",""
"2002","Sweden","Packaging","Recovery","Kilograms per capita","77.78",""
"2002","Sweden","Packaging","Recovery","Tonne","694,196",""
"2002","Iceland","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Iceland","Packaging","Waste generated","Tonne",":",""
"2002","Iceland","Packaging","Recovery","Kilograms per capita",":",""
"2002","Iceland","Packaging","Recovery","Tonne",":",""
"2002","Liechtenstein","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Liechtenstein","Packaging","Waste generated","Tonne",":",""
"2002","Liechtenstein","Packaging","Recovery","Kilograms per capita",":",""
"2002","Liechtenstein","Packaging","Recovery","Tonne",":",""
"2002","Norway","Packaging","Waste generated","Kilograms per capita",":",""
"2002","Norway","Packaging","Waste generated","Tonne",":",""
"2002","Norway","Packaging","Recovery","Kilograms per capita",":",""
"2002","Norway","Packaging","Recovery","Tonne",":",""
"2002","United Kingdom","Packaging","Waste generated","Kilograms per capita","166.7",""
"2002","United Kingdom","Packaging","Waste generated","Tonne","9,897,255",""
"2002","United Kingdom","Packaging","Recovery","Kilograms per capita","83.53",""
"2002","United Kingdom","Packaging","Recovery","Tonne","4,959,176",""
"2003","Belgium","Packaging","Waste generated","Kilograms per capita","156.47",""
"2003","Belgium","Packaging","Waste generated","Tonne","1,623,591",""
"2003","Belgium","Packaging","Recovery","Kilograms per capita","143.11",""
"2003","Belgium","Packaging","Recovery","Tonne","1,484,911",""
"2003","Bulgaria","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Bulgaria","Packaging","Waste generated","Tonne",":",""
"2003","Bulgaria","Packaging","Recovery","Kilograms per capita",":",""
"2003","Bulgaria","Packaging","Recovery","Tonne",":",""
"2003","Czechia","Packaging","Waste generated","Kilograms per capita","70.65",""
"2003","Czechia","Packaging","Waste generated","Tonne","720,158",""
"2003","Czechia","Packaging","Recovery","Kilograms per capita","41.66",""
"2003","Czechia","Packaging","Recovery","Tonne","424,698",""
"2003","Denmark","Packaging","Waste generated","Kilograms per capita","177.49",""
"2003","Denmark","Packaging","Waste generated","Tonne","956,774",""
"2003","Denmark","Packaging","Recovery","Kilograms per capita","158.47",""
"2003","Denmark","Packaging","Recovery","Tonne","854,238",""
"2003","Germany (until 1990 former territory of the FRG)","Packaging","Waste generated","Kilograms per capita","187.39",""
"2003","Germany (until 1990 former territory of the FRG)","Packaging","Waste generated","Tonne","15,465,800",""
"2003","Germany (until 1990 former territory of the FRG)","Packaging","Recovery","Kilograms per capita","161.73",""
"2003","Germany (until 1990 former territory of the FRG)","Packaging","Recovery","Tonne","13,348,000",""
"2003","Estonia","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Estonia","Packaging","Waste generated","Tonne",":",""
"2003","Estonia","Packaging","Recovery","Kilograms per capita",":",""
"2003","Estonia","Packaging","Recovery","Tonne",":",""
"2003","Ireland","Packaging","Waste generated","Kilograms per capita","205.14",""
"2003","Ireland","Packaging","Waste generated","Tonne","819,863",""
"2003","Ireland","Packaging","Recovery","Kilograms per capita","104.99",""
"2003","Ireland","Packaging","Recovery","Tonne","419,598",""
"2003","Greece","Packaging","Waste generated","Kilograms per capita","92.79",""
"2003","Greece","Packaging","Waste generated","Tonne","1,014,000",""
"2003","Greece","Packaging","Recovery","Kilograms per capita","30.75",""
"2003","Greece","Packaging","Recovery","Tonne","336,000",""
"2003","Spain","Packaging","Waste generated","Kilograms per capita","174.82",""
"2003","Spain","Packaging","Waste generated","Tonne","7,375,134",""
"2003","Spain","Packaging","Recovery","Kilograms per capita","84.37",""
"2003","Spain","Packaging","Recovery","Tonne","3,559,273",""
"2003","France","Packaging","Waste generated","Kilograms per capita","198.68",""
"2003","France","Packaging","Waste generated","Tonne","12,333,740",""
"2003","France","Packaging","Recovery","Kilograms per capita","126.33",""
"2003","France","Packaging","Recovery","Tonne","7,842,377",""
"2003","Croatia","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Croatia","Packaging","Waste generated","Tonne",":",""
"2003","Croatia","Packaging","Recovery","Kilograms per capita",":",""
"2003","Croatia","Packaging","Recovery","Tonne",":",""
"2003","Italy","Packaging","Waste generated","Kilograms per capita","201.29",""
"2003","Italy","Packaging","Waste generated","Tonne","11,536,525",""
"2003","Italy","Packaging","Recovery","Kilograms per capita","117.53",""
"2003","Italy","Packaging","Recovery","Tonne","6,736,200",""
"2003","Cyprus","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Cyprus","Packaging","Waste generated","Tonne",":",""
"2003","Cyprus","Packaging","Recovery","Kilograms per capita",":",""
"2003","Cyprus","Packaging","Recovery","Tonne",":",""
"2003","Latvia","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Latvia","Packaging","Waste generated","Tonne",":",""
"2003","Latvia","Packaging","Recovery","Kilograms per capita",":",""
"2003","Latvia","Packaging","Recovery","Tonne",":",""
"2003","Lithuania","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Lithuania","Packaging","Waste generated","Tonne",":",""
"2003","Lithuania","Packaging","Recovery","Kilograms per capita",":",""
"2003","Lithuania","Packaging","Recovery","Tonne",":",""
"2003","Luxembourg","Packaging","Waste generated","Kilograms per capita","194.27",""
"2003","Luxembourg","Packaging","Waste generated","Tonne","87,739",""
"2003","Luxembourg","Packaging","Recovery","Kilograms per capita","168.41",""
"2003","Luxembourg","Packaging","Recovery","Tonne","76,060",""
"2003","Hungary","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Hungary","Packaging","Waste generated","Tonne",":",""
"2003","Hungary","Packaging","Recovery","Kilograms per capita",":",""
"2003","Hungary","Packaging","Recovery","Tonne",":",""
"2003","Malta","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Malta","Packaging","Waste generated","Tonne",":",""
"2003","Malta","Packaging","Recovery","Kilograms per capita",":",""
"2003","Malta","Packaging","Recovery","Tonne",":",""
"2003","Netherlands","Packaging","Waste generated","Kilograms per capita","209.18",""
"2003","Netherlands","Packaging","Waste generated","Tonne","3,394,000",""
"2003","Netherlands","Packaging","Recovery","Kilograms per capita","189.29",""
"2003","Netherlands","Packaging","Recovery","Tonne","3,071,310",""
"2003","Austria","Packaging","Waste generated","Kilograms per capita","142.83",""
"2003","Austria","Packaging","Waste generated","Tonne","1,159,972",""
"2003","Austria","Packaging","Recovery","Kilograms per capita","110.4",""
"2003","Austria","Packaging","Recovery","Tonne","896,590",""
"2003","Poland","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Poland","Packaging","Waste generated","Tonne",":",""
"2003","Poland","Packaging","Recovery","Kilograms per capita",":",""
"2003","Poland","Packaging","Recovery","Tonne",":",""
"2003","Portugal","Packaging","Waste generated","Kilograms per capita","134.46",""
"2003","Portugal","Packaging","Waste generated","Tonne","1,406,267",""
"2003","Portugal","Packaging","Recovery","Kilograms per capita","69.77",""
"2003","Portugal","Packaging","Recovery","Tonne","729,735",""
"2003","Romania","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Romania","Packaging","Waste generated","Tonne",":",""
"2003","Romania","Packaging","Recovery","Kilograms per capita",":",""
"2003","Romania","Packaging","Recovery","Tonne",":",""
"2003","Slovenia","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Slovenia","Packaging","Waste generated","Tonne",":",""
"2003","Slovenia","Packaging","Recovery","Kilograms per capita",":",""
"2003","Slovenia","Packaging","Recovery","Tonne",":",""
"2003","Slovakia","Packaging","Waste generated","Kilograms per capita","76.91",""
"2003","Slovakia","Packaging","Waste generated","Tonne","413,253",""
"2003","Slovakia","Packaging","Recovery","Kilograms per capita","36.12",""
"2003","Slovakia","Packaging","Recovery","Tonne","194,112",""
"2003","Finland","Packaging","Waste generated","Kilograms per capita","118.17",""
"2003","Finland","Packaging","Waste generated","Tonne","616,000",""
"2003","Finland","Packaging","Recovery","Kilograms per capita","79.28",""
"2003","Finland","Packaging","Recovery","Tonne","413,300",""
"2003","Sweden","Packaging","Waste generated","Kilograms per capita","158.81",""
"2003","Sweden","Packaging","Waste generated","Tonne","1,422,621",""
"2003","Sweden","Packaging","Recovery","Kilograms per capita","141.7",""
"2003","Sweden","Packaging","Recovery","Tonne","1,269,400",""
"2003","Iceland","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Iceland","Packaging","Waste generated","Tonne",":",""
"2003","Iceland","Packaging","Recovery","Kilograms per capita",":",""
"2003","Iceland","Packaging","Recovery","Tonne",":",""
"2003","Liechtenstein","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Liechtenstein","Packaging","Waste generated","Tonne",":",""
"2003","Liechtenstein","Packaging","Recovery","Kilograms per capita",":",""
"2003","Liechtenstein","Packaging","Recovery","Tonne",":",""
"2003","Norway","Packaging","Waste generated","Kilograms per capita",":",""
"2003","Norway","Packaging","Waste generated","Tonne",":",""
"2003","Norway","Packaging","Recovery","Kilograms per capita",":",""
"2003","Norway","Packaging","Recovery","Tonne",":",""
"2003","United Kingdom","Packaging","Waste generated","Kilograms per capita","168.65",""
"2003","United Kingdom","Packaging","Waste generated","Tonne","10,059,371",""
"2003","United Kingdom","Packaging","Recovery","Kilograms per capita","88.93",""
"2003","United Kingdom","Packaging","Recovery","Tonne","5,304,319",""
"2004","Belgium","Packaging","Waste generated","Kilograms per capita","156.6",""
"2004","Belgium","Packaging","Waste generated","Tonne","1,631,905",""
"2004","Belgium","Packaging","Recovery","Kilograms per capita","145.15",""
"2004","Belgium","Packaging","Recovery","Tonne","1,512,610",""
"2004","Bulgaria","Packaging","Waste generated","Kilograms per capita",":",""
"2004","Bulgaria","Packaging","Waste generated","Tonne",":",""
"2004","Bulgaria","Packaging","Recovery","Kilograms per capita",":",""
"2004","Bulgaria","Packaging","Recovery","Tonne",":",""
"2004","Czechia","Packaging","Waste generated","Kilograms per capita","76.1",""
"2004","Czechia","Packaging","Waste generated","Tonne","775,981",""
"2004","Czechia","Packaging","Recovery","Kilograms per capita","47.56",""
"2004","Czechia","Packaging","Recovery","Tonne","484,926",""
"2004","Denmark","Packaging","Waste generated","Kilograms per capita","175.57",""
"2004","Denmark","Packaging","Waste generated","Tonne","948,870",""
"2004","Denmark","Packaging","Recovery","Kilograms per capita","161.62",""
"2004","Denmark","Packaging","Recovery","Tonne","873,468",""
"2004","Germany (until 1990 former territory of the FRG)","Packaging","Waste generated","Kilograms per capita","188.05",""
"2004","Germany (until 1990 former territory of the FRG)","Packaging","Waste generated","Tonne","15,516,900",""
"2004","Germany (until 1990 former territory of the FRG)","Packaging","Recovery","Kilograms per capita","162.46",""
"2004","Germany (until 1990 former territory of the FRG)","Packaging","Recovery","Tonne","13,405,470",""
"2004","Estonia","Packaging","Waste generated","Kilograms per capita","96.42",""
"2004","Estonia","Packaging","Waste generated","Tonne","131,371",""
"2004","Estonia","Packaging","Recovery","Kilograms per capita","32.71",""
"2004","Estonia","Packaging","Recovery","Tonne","44,574",""
"2004","Ireland","Packaging","Waste generated","Kilograms per capita","209.06",""
"2004","Ireland","Packaging","Waste generated","Tonne","850,910",""
"2004","Ireland","Packaging","Recovery","Kilograms per capita","117.82",""
"2004","Ireland","Packaging","Recovery","Tonne","479,540",""
"2004","Greece","Packaging","Waste generated","Kilograms per capita","94.75",""
"2004","Greece","Packaging","Waste generated","Tonne","1,038,000",""
"2004","Greece","Packaging","Recovery","Kilograms per capita","34.78",""
"2004","Greece","Packaging","Recovery","Tonne","381,000",""
"2004","Spain","Packaging","Waste generated","Kilograms per capita","173.42",""
"2004","Spain","Packaging","Waste generated","Tonne","7,443,710",""
"2004","Spain","Packaging","Recovery","Kilograms per capita","91.88",""
"2004","Spain","Packaging","Recovery","Tonne","3,943,683",""
"2004","France","Packaging","Waste generated","Kilograms per capita","198.02",""
"2004","France","Packaging","Waste generated","Tonne","12,382,970",""
"2004","France","Packaging","Recovery","Kilograms per capita","121.66",""
"2004","France","Packaging","Recovery","Tonne","7,607,596",""
"2004","Croatia","Packaging","Waste generated","Kilograms per capita",":",""
"2004","Croatia","Packaging","Waste generated","Tonne",":",""
"2004","Croatia","Packaging","Recovery","Kilograms per capita",":",""
"2004","Croatia","Packaging","Recovery","Tonne",":",""
"2004","Italy","Packaging","Waste generated","Kilograms per capita","207.84",""
"2004","Italy","Packaging","Waste generated","Tonne","11,989,400",""
"2004","Italy","Packaging","Recovery","Kilograms per capita","128.84",""
"2004","Italy","Packaging","Recovery","Tonne","7,432,000",""
"2004","Cyprus","Packaging","Waste generated","Kilograms per capita","199.26",""
"2004","Cyprus","Packaging","Waste generated","Tonne","145,056",""
"2004","Cyprus","Packaging","Recovery","Kilograms per capita","43.86",""
"2004","Cyprus","Packaging","Recovery","Tonne","31,927",""
"2004","Latvia","Packaging","Waste generated","Kilograms per capita","104.55",""
"2004","Latvia","Packaging","Waste generated","Tonne","236,600",""
"2004","Latvia","Packaging","Recovery","Kilograms per capita","48.98",""
"2004","Latvia","Packaging","Recovery","Tonne","110,857",""
"2004","Lithuania","Packaging","Waste generated","Kilograms per capita","69.28",""
"2004","Lithuania","Packaging","Waste generated","Tonne","233,950",""
"2004","Lithuania","Packaging","Recovery","Kilograms per capita","22.84",""
"2004","Lithuania","Packaging","Recovery","Tonne","77,138",""
"2004","Luxembourg","Packaging","Waste generated","Kilograms per capita","203.7",""
"2004","Luxembourg","Packaging","Waste generated","Tonne","93,312",""
"2004","Luxembourg","Packaging","Recovery","Kilograms per capita","184.55",""
"2004","Luxembourg","Packaging","Recovery","Tonne","84,542",""
"2004","Hungary","Packaging","Waste generated","Kilograms per capita","80.64",""
"2004","Hungary","Packaging","Waste generated","Tonne","815,000",""
"2004","Hungary","Packaging","Recovery","Kilograms per capita","37.07",""
"2004","Hungary","Packaging","Recovery","Tonne","374,700",""
"2004","Malta","Packaging","Waste generated","Kilograms per capita","102.66",""
"2004","Malta","Packaging","Waste generated","Tonne","41,196",""
"2004","Malta","Packaging","Recovery","Kilograms per capita","6.01",""
"2004","Malta","Packaging","Recovery","Tonne","2,413",""
"2004","Netherlands","Packaging","Waste generated","Kilograms per capita","197.4",""
"2004","Netherlands","Packaging","Waste generated","Tonne","3,214,000",""
"2004","Netherlands","Packaging","Recovery","Kilograms per capita","182.62",""
"2004","Netherlands","Packaging","Recovery","Tonne","2,973,450",""
"2004","Austria","Packaging","Waste generated","Kilograms per capita","134.83",""
"2004","Austria","Packaging","Waste generated","Tonne","1,101,839",""
"2004","Austria","Packaging","Recovery","Kilograms per capita","111.05",""
"2004","Austria","Packaging","Recovery","Tonne","907,459",""
"2004","Poland","Packaging","Waste generated","Kilograms per capita","89.39",""
"2004","Poland","Packaging","Waste generated","Tonne","3,413,000",""
"2004","Poland","Packaging","Recovery","Kilograms per capita","37.68",""
"2004","Poland","Packaging","Recovery","Tonne","1,438,633",""
"2004","Portugal","Packaging","Waste generated","Kilograms per capita","136.43",""
"2004","Portugal","Packaging","Waste generated","Tonne","1,430,266",""
"2004","Portugal","Packaging","Recovery","Kilograms per capita","65.53",""
"2004","Portugal","Packaging","Recovery","Tonne","686,967",""
"2004","Romania","Packaging","Waste generated","Kilograms per capita",":",""
"2004","Romania","Packaging","Waste generated","Tonne",":",""
"2004","Romania","Packaging","Recovery","Kilograms per capita",":",""
"2004","Romania","Packaging","Recovery","Tonne",":",""
"2004","Slovenia","Packaging","Waste generated","Kilograms per capita","80.87",""
"2004","Slovenia","Packaging","Waste generated","Tonne","161,507",""
"2004","Slovenia","Packaging","Recovery","Kilograms per capita","34.96",""
"2004","Slovenia","Packaging","Recovery","Tonne","69,824",""
"2004","Slovakia","Packaging","Waste generated","Kilograms per capita","68.94",""
"2004","Slovakia","Packaging","Waste generated","Tonne","370,387",""
"2004","Slovakia","Packaging","Recovery","Kilograms per capita","29.97",""
"2004","Slovakia","Packaging","Recovery","Tonne","161,030",""
"2004","Finland","Packaging","Waste generated","Kilograms per capita","124.23",""
"2004","Finland","Packaging","Waste generated","Tonne","649,500",""
"2004","Finland","Packaging","Recovery","Kilograms per capita","84.63",""
"2004","Finland","Packaging","Recovery","Tonne","442,463",""
"2004","Sweden","Packaging","Waste generated","Kilograms per capita","164.51",""
"2004","Sweden","Packaging","Waste generated","Tonne","1,479,537",""
"2004","Sweden","Packaging","Recovery","Kilograms per capita","95.28",""
"2004","Sweden","Packaging","Recovery","Tonne","856,867",""
"2004","Iceland","Packaging","Waste generated","Kilograms per capita",":",""
"2004","Iceland","Packaging","Waste generated","Tonne",":",""
"2004","Iceland","Packaging","Recovery","Kilograms per capita",":",""
"2004","Iceland","Packaging","Recovery","Tonne",":",""
"2004","Liechtenstein","Packaging","Waste generated","Kilograms per capita",":",""
"2004","Liechtenstein","Packaging","Waste generated","Tonne",":",""
"2004","Liechtenstein","Packaging","Recovery","Kilograms per capita",":",""
"2004","Liechtenstein","Packaging","Recovery","Tonne",":",""
"2004","Norway","Packaging","Waste generated","Kilograms per capita",":",""
"2004","Norway","Packaging","Waste generated","Tonne",":",""
"2004","Norway","Packaging","Recovery","Kilograms per capita",":",""
"2004","Norway","Packaging","Recovery","Tonne",":",""
"2004","United Kingdom","Packaging","Waste generated","Kilograms per capita","170.53",""
"2004","United Kingdom","Packaging","Waste generated","Tonne","10,230,001",""
"2004","United Kingdom","Packaging","Recovery","Kilograms per capita","94.75",""
"2004","United Kingdom","Packaging","Recovery","Tonne","5,683,722",""
"2005","Belgium","Packaging","Waste generated","Kilograms per capita","158.36",""
"2005","Belgium","Packaging","Waste generated","Tonne","1,659,443",""
"2005","Belgium","Packaging","Recovery","Kilograms per capita","146.89",""
"2005","Belgium","Packaging","Recovery","Tonne","1,539,181",""
"2005","Bulgaria","Packaging","Waste generated","Kilograms per capita","67.92",""
"2005","Bulgaria","Packaging","Waste generated","Tonne","520,192",""
"2005","Bulgaria","Packaging","Recovery","Kilograms per capita","21",""
"2005","Bulgaria","Packaging","Recovery","Tonne","160,838",""
"2005","Czechia","Packaging","Waste generated","Kilograms per capita","82.99",""
"2005","Czechia","Packaging","Waste generated","Tonne","847,445",""
"2005","Czechia","Packaging","Recovery","Kilograms per capita","54.59",""
"2005","Czechia","Packaging","Recovery","Tonne","557,468",""
"2005","Denmark","Packaging","Waste generated","Kilograms per capita","181.39",""
"2005","Denmark","Packaging","Waste generated","Tonne","983,011",""
"2005","Denmark","Packaging","Recovery","Kilograms per capita","163.93",""
"2005","Denmark","Packaging","Recovery","Tonne","888,416",""
"2005","Germany (until 1990 former territory of the FRG)","Packaging","Waste generated","Kilograms per capita","187.59",""
"2005","Germany (until 1990 former territory of the FRG)","Packaging","Waste generated","Tonne","15,470,500",""
"2005","Germany (until 1990 former territory of the FRG)","Packaging","Recovery","Kilograms per capita","163.14",""
"2005","Germany (until 1990 former territory of the FRG)","Packaging","Recovery","Tonne","13,453,970",""
"2005","Estonia","Packaging","Waste generated","Kilograms per capita","101.26",""
"2005","Estonia","Packaging","Waste generated","Tonne","137,189",""
"2005","Estonia","Packaging","Recovery","Kilograms per capita","41.64",""
"2005","Estonia","Packaging","Recovery","Tonne","56,407",""
"2005","Ireland","Packaging","Waste generated","Kilograms per capita","222.41",""
"2005","Ireland","Packaging","Waste generated","Tonne","925,222",""
"2005","Ireland","Packaging","Recovery","Kilograms per capita","131.1",""
"2005","Ireland","Packaging","Recovery","Tonne","545,367",""
"2005","Greece","Packaging","Waste generated","Kilograms per capita","96.57",""
"2005","Greece","Packaging","Waste generated","Tonne","1,061,005",""
"2005","Greece","Packaging","Recovery","Kilograms per capita","40.41",""
"2005","Greece","Packaging","Recovery","Tonne","444,000",""
"2005","Spain","Packaging","Waste generated","Kilograms per capita","178.65",""
"2005","Spain","Packaging","Waste generated","Tonne","7,798,421",""
"2005","Spain","Packaging","Recovery","Kilograms per capita","100.25",""
"2005","Spain","Packaging","Recovery","Tonne","4,376,436",""
"2005","France","Packaging","Waste generated","Kilograms per capita","196.2",""
"2005","France","Packaging","Waste generated","Tonne","12,360,928",""
"2005","France","Packaging","Recovery","Kilograms per capita","124.54",""
"2005","France","Packaging","Recovery","Tonne","7,846,481",""
"2005","Croatia","Packaging","Waste generated","Kilograms per capita",":",""
"2005","Croatia","Packaging","Waste generated","Tonne",":",""
"2005","Croatia","Packaging","Recovery","Kilograms per capita",":",""
"2005","Croatia","Packaging","Recovery","Tonne",":",""
"2005","Italy","Packaging","Waste generated","Kilograms per capita","206.19",""
"2005","Italy","Packaging","Waste generated","Tonne","11,952,800",""
"2005","Italy","Packaging","Recovery","Kilograms per capita","134.33","s"
"2005","Italy","Packaging","Recovery","Tonne","7,786,800","s"
"2005","Cyprus","Packaging","Waste generated","Kilograms per capita","166.63",""
"2005","Cyprus","Packaging","Waste generated","Tonne","123,066",""
"2005","Cyprus","Packaging","Recovery","Kilograms per capita","18.47",""
"2005","Cyprus","Packaging","Recovery","Tonne","13,643",""
"2005","Latvia","Packaging","Waste generated","Kilograms per capita","117.85",""
"2005","Latvia","Packaging","Waste generated","Tonne","263,833",""
"2005","Latvia","Packaging","Recovery","Kilograms per capita","69.86",""
"2005","Latvia","Packaging","Recovery","Tonne","156,413",""
"2005","Lithuania","Packaging","Waste generated","Kilograms per capita","79.46",""
"2005","Lithuania","Packaging","Waste generated","Tonne","264,016",""
"2005","Lithuania","Packaging","Recovery","Kilograms per capita","26.17",""
"2005","Lithuania","Packaging","Recovery","Tonne","86,949",""
"2005","Luxembourg","Packaging","Waste generated","Kilograms per capita","212.47",""
"2005","Luxembourg","Packaging","Waste generated","Tonne","98,832",""
"2005","Luxembourg","Packaging","Recovery","Kilograms per capita","187.24",""
"2005","Luxembourg","Packaging","Recovery","Tonne","87,094",""
"2005","Hungary","Packaging","Waste generated","Kilograms per capita","84.57",""
"2005","Hungary","Packaging","Waste generated","Tonne","853,044",""
"2005","Hungary","Packaging","Recovery","Kilograms per capita","44.23",""
"2005","Hungary","Packaging","Recovery","Tonne","446,111",""
"2005","Malta","Packaging","Waste generated","Kilograms per capita","104.83",""
"2005","Malta","Packaging","Waste generated","Tonne","42,333",""
"2005","Malta","Packaging","Recovery","Kilograms per capita","8.46",""
"2005","Malta","Packaging","Recovery","Tonne","3,416",""
"2005","Netherlands","Packaging","Waste generated","Kilograms per capita","205.21",""
"2005","Netherlands","Packaging","Waste generated","Tonne","3,349,000",""
"2005","Netherlands","Packaging","Recovery","Kilograms per capita","188.54",""
"2005","Netherlands","Packaging","Recovery","Tonne","3,077,000",""
